test-15180,what region was elegia released in ?,soviet union,0
test-15180,what region was elegia released in ?,ussr,0
test-15180,what region was elegia released in ?,union of soviet socialist republics,0
test-15180,what region was elegia released in ?,italia,1
test-15180,what region was elegia released in ?,russian federation,0
test-15180,what region was elegia released in ?,россия,0
test-15180,what region was elegia released in ?,italy,1
test-15180,what region was elegia released in ?,russia,0
test-15180,what region was elegia released in ?,italian republic,1
test-15180,what region was elegia released in ?,soyuz sovetskikh sotsialisticheskikh respublik,0
test-15181,what is a single off free,higher forces,0
test-15181,what is a single off free,essential r & b : the very best of r & b : spring 2005,0
test-15181,what is a single off free,modern times,0
test-15181,what is a single off free,"too much , too little , too late",0
test-15181,what is a single off free,"live phish , volume 14 : 1995-10-31 : rosemont horizon , rosemont , il , usa ( disc 2 )",0
test-15181,what is a single off free,richard hallebeek project,0
test-15181,what is a single off free,the box set ( disc 3 : chicago viii - hot streets ),0
test-15181,what is a single off free,juggernaut,0
test-15181,what is a single off free,"the box set ( disc 5 : chicago 19 - heart of , vol. ii )",0
test-15181,what is a single off free,the 18th day,0
test-15181,what is a single off free,free ( deepack remix ),0
test-15181,what is a single off free,dancemania speed 4,0
test-15181,what is a single off free,seven seals,0
test-15181,what is a single off free,free,0
test-15181,what is a single off free,essential r & b spring 2005 ( disc 2 ),0
test-15181,what is a single off free,summer hits,0
test-15181,what is a single off free,"live phish , volume 14 : 1995-10-31 : rosemont horizon , rosemont , il , usa ( disc 3 )",0
test-15181,what is a single off free,mr blackwell,0
test-15181,what is a single off free,megadance 2004,0
test-15181,what is a single off free,ministry of sound : clubbers guide to 2002 : sweden,0
test-15181,what is a single off free,intimate and live ( disc 2 ),0
test-15181,what is a single off free,summer hits top 100 ( disc 3 ),0
test-15181,what is a single off free,twelve year silence,0
test-15181,what is a single off free,essential r & b spring 2005 ( disc 1 ),0
test-15181,what is a single off free,songs from the ocean floor,0
test-15181,what is a single off free,"pozytywne wibracje , volume 4",0
test-15181,what is a single off free,free,1
test-15181,what is a single off free,the box set,0
test-15181,what is a single off free,some live songs,0
test-15181,what is a single off free,little luxuries,0
test-15181,what is a single off free,hot nine seven 6,0
test-15181,what is a single off free,the vision ( reissue ),0
test-15181,what is a single off free,damn ! 4 : 100 % dance hits ( disc 2 ),0
test-15181,what is a single off free,grandmix : the millennium edition ( mixed by ben liebrand ) ( disc 2 ),0
test-15181,what is a single off free,"wild fm , volume 16 ( disc 2 : wild days )",0
test-15181,what is a single off free,summer hits top 100 ( disc 2 ),0
test-15181,what is a single off free,intimate and live,0
test-15181,what is a single off free,in a haze,0
test-15181,what is a single off free,ministry of sound : clubbers guide to 2002 : sweden ( disc 2 ),0
test-15181,what is a single off free,grandmix : the millennium edition ( mixed by ben liebrand ) ( disc 3 ),0
test-15181,what is a single off free,down to earth,0
test-15181,what is a single off free,smooth jazz 2,0
test-15181,what is a single off free,damn ! 4 : 100 % dance hits,0
test-15181,what is a single off free,the box set ( disc 1 : cta - chicago ),0
test-15181,what is a single off free,the box set ( disc 4 : chicago 13 - 18 ),0
test-15181,what is a single off free,walking in london,0
test-15181,what is a single off free,"live phish , volume 14 : 1995-10-31 : rosemont horizon , rosemont , il , usa ( disc 4 )",0
test-15181,what is a single off free,the box set ( disc 2 : chicago iii - vii ),0
test-15181,what is a single off free,honeysky,0
test-15181,what is a single off free,"grindin , part 2",0
test-15181,what is a single off free,longshot for your love,0
test-15181,what is a single off free,bite back : live at the crocodile cafe,0
test-15181,what is a single off free,"wild fm , volume 16",0
test-15181,what is a single off free,"live phish , volume 14 : 1995-10-31 : rosemont horizon , rosemont , il , usa",0
test-15181,what is a single off free,summer hits top 100,0
test-15181,what is a single off free,"kbco studio c , volume 16",0
test-15181,what is a single off free,senhora do destino : internacional,0
test-15181,what is a single off free,grandmix : the millennium edition,0
test-15181,what is a single off free,extreme radio 94.3 buzz bands,0
test-15182,who is the lyricist of amphetamine logic,andrew william harvey taylor,1
test-15182,who is the lyricist of amphetamine logic,andrew eldritch,1
test-15182,who is the lyricist of amphetamine logic,"eldritch , andrew",1
test-15183,what language family is luguru language from,language,0
test-15183,what language family is luguru language from,niger–congo languages,1
test-15184,in what language is the movie let there be light spoken,anglit,0
test-15184,in what language is the movie let there be light spoken,fantasy literature,0
test-15184,in what language is the movie let there be light spoken,english language,0
test-15184,in what language is the movie let there be light spoken,short,0
test-15184,in what language is the movie let there be light spoken,english,0
test-15184,in what language is the movie let there be light spoken,fantasy,0
test-15184,in what language is the movie let there be light spoken,french language,1
test-15184,in what language is the movie let there be light spoken,short films,0
test-15184,in what language is the movie let there be light spoken,documentary,0
test-15184,in what language is the movie let there be light spoken,short subject,0
test-15184,in what language is the movie let there be light spoken,fantasy novel,0
test-15184,in what language is the movie let there be light spoken,short film,0
test-15184,in what language is the movie let there be light spoken,documentaires,0
test-15184,in what language is the movie let there be light spoken,français,1
test-15184,in what language is the movie let there be light spoken,docu,0
test-15184,in what language is the movie let there be light spoken,french,1
test-15184,in what language is the movie let there be light spoken,/en/documentary,0
test-15184,in what language is the movie let there be light spoken,fantasy fiction,0
test-15184,in what language is the movie let there be light spoken,documentary film,0
test-15184,in what language is the movie let there be light spoken,francais,1
test-15184,in what language is the movie let there be light spoken,sekgoa,0
test-15185,what is a song fromt he recording goin down slow,goin down slow,0
test-15185,what is a song fromt he recording goin down slow,going down slow,1
test-15185,what is a song fromt he recording goin down slow,goin ' down slow,0
test-15185,what is a song fromt he recording goin down slow,i 've had my fun,1
test-15185,what is a song fromt he recording goin down slow,i 've had my fun ( going down slow ),1
